doc_id	text	label
1qobg42	I'm discovering OSINT by self-analyzing my public profiles	cybersecurity
1qob8bv	23,000 alerts triaged in 2 years	cybersecurity
1qoalok	Praca w Cyberbezpieczeństwie	cybersecurity
1qoa8gi	Clawdbot and vibe-coded apps share the same flaw: someone else decides when you get hacked	cybersecurity
1qoa4ly	WHICH CERTIFICATION TO CHOOSE FOR DFIR?	cybersecurity
1qo9yoi	How to check external USB storage devices globally?	cybersecurity
1qo9wpc	Your Password Needs To Be 25 Characters or Longer Due to AI and Quantum Attacks	cybersecurity
1qo929t	Google AI Search can now access Gmail and Photos: what you should know	cybersecurity
1qo8oq5	THE INVERTED PANOPTICON: Beijing Weaponized the West’s Own Wiretap Infrastructure to Execute the Greatest Intelligence Coup Since Cambridge Five	cybersecurity
1qo8g3g	Putting the biggest source of ransomware group TTPs to work	cybersecurity
1qo50se	Looking for an endpoint security solution that doesn’t bog down client devices	cybersecurity
1qo35mo	Need advice from the pros	cybersecurity
1qo35j7	Changing careers at 29, thinking of breaking into the Cybersecurity field.	cybersecurity
1qnx18p	SOC or Pentesting as a cybersecurity new grad - I actually have offers	cybersecurity
1qnvhhj	Going to my first Networking IT event, what do I wear and any advice?	cybersecurity
1qnuqpl	With the cutbacks at NIST and the MITRE contract not being renewed, has the responsibility shifted in a large way to private businesses securing their own environments?	cybersecurity
1qnuo7z	Remote USB surface attacks	cybersecurity
1qntnix	Exploring a career change	cybersecurity
1qntbda	Vulnerability Summary for the Week of January 19, 2026 | CISA	cybersecurity
1qntb11	Security Building (Cameras) with Enterprise Solution or Ring cameras?	cybersecurity
1qnt8qe	SANs Cybersecurity Conference	cybersecurity
1qnso0a	Cyber Certifications Advice	cybersecurity
1qnrkxi	An Open Source Tool to Unravel UEFI and its Vulnerabilities	cybersecurity
1qnrehm	Kubernetes Remote Code Execution Via Nodes/Proxy GET Permission	cybersecurity
1qnqtn8	U.S. Cyber Challenge 2012 - 2014 (Cyber Quest)	cybersecurity
1qnqrzr	Unconventional Security Awareness Training	cybersecurity
1qnpqv5	DEv team interview for Appsec role	cybersecurity
1qnp4bc	Certifications for forensic analysis?	cybersecurity
1qno9q4	The Intelligence Frontier for Security Teams: How Shadow AI and Agentic Systems Are Redefining Enterprise Risk	cybersecurity
1qnnju6	NIST is rethinking its role in analyzing software vulnerabilities	cybersecurity
1qnn8fj	ClawdBot: The New Primary Target for Infostealers in the AI Era	cybersecurity
1qnmrvk	What is going on with CVEs?	cybersecurity
1qnmipz	free | no install | please roast - the tool maps cyber regs (US, EU...) to your tech stack	cybersecurity
1qnljc8	Looking for feedback on a student project about honeypots & attack analysis	cybersecurity
1qnk877	Are fake documents a cyber security problem?	cybersecurity
1qnk3us	Alerts: Excessive NXDOMAIN Dns queries has been detected from client IP x.x.x.x	cybersecurity
1qnjtsm	Online pentest for fast-moving dev teams. Myth or reality?	cybersecurity
1qnj7sc	Thoughts on SentinelOne as MDR provider.	cybersecurity
1qnizh5	ISC2 Certified in cybersecurity or Comptia's security +, what's better in the field?	cybersecurity
1qnis3a	AMA: I had my budget cut and still reduced risk. Ask Me Anything	cybersecurity
1qni1s1	Zyxel Router Vulnerability Research	cybersecurity
1qnhwvv	OracleGPT: Thought Experiment on an AI Powered Executive	cybersecurity
1qnhtbt	Do you need a physical jailbroken iPhone for iOS app pentesting?	cybersecurity
1qnhpza	Interesting Cybersecurity News of the Week Summarized 26.01.2026	cybersecurity
1qnh8gl	Sec+ & eJPT + DEFCON - any recommendation?	cybersecurity
1qngeb7	AI Finds Vulnerability Chain Leading to Account Takeover and Leaked Bookings	cybersecurity
1qngaok	Remove these malicious Chrome extensions now to protect your data	cybersecurity
1qng974	do hackers not use network manager?	cybersecurity
1qng825	Application Control tools	cybersecurity
1qnflug	Preparing for AppSec interview - they want me to review code. How do I not embarrass myself?	cybersecurity
1qnd3rk	Using CSS to warn users from AitM Phishing attempts	cybersecurity
1qnbu54	ESET Research: Sandworm behind cyberattack on Poland’s power grid in late 2025	cybersecurity
1qnbtt7	One-time SMS links that never expire can expose personal data for years	cybersecurity
1qnalrd	Re-shifting perspective, how to	cybersecurity
1qn8a76	Duda técnica: ¿"Have I Been Pwned" confirma que una cuenta está hackeada?	cybersecurity
1qn6t4k	Where to for Pentesters?	cybersecurity
1qn3lof	Do automated pentesting tools actually replace manual tests for auditors?	cybersecurity
1qn3iml	I accidentally created the biggest free ransomware group TTP database possible	cybersecurity
1qn2ak6	Can we talk about documentation?	cybersecurity
1qn1tv8	Cybersecurity Assignment Help - Short Written Interview!	cybersecurity
1qn042p	In defense of the .zip TLD	cybersecurity
1qmzzko	Mentorship Monday - Post All Career, Education and Job questions here!	cybersecurity
1qmx7lp	Steps to enter in cybersecurity after 8 years of manual testing in automotive	cybersecurity
1qmvczd	Bypass Windows Password	cybersecurity
1qmt8ee	A secure and private journaling/diary app ?	cybersecurity
1qmq4iv	Computer forensic specialists, what does your day look like?	cybersecurity
1qmpiju	I built selinux-policy-auditor - A high precision tool designed to identify and prune overly permissive SELinux policies	cybersecurity
1qmox0v	From curiosity to practice: understanding the WiFi hacking process	cybersecurity
1qmlkjk	Security architecture diagrams	cybersecurity
1qmkx8n	BREAKMEIFYOUCAN! - Exploiting Keyspace Reduction and Relay Attacks in 3DES and AES-protected NFC Technologies	cybersecurity
1qmkceo	CISOs/Security pros: Would browser-based AI processing solve your compliance concerns?	cybersecurity
1qmi1o5	What should I learn before starting a SOC analyst	cybersecurity
1qmhs97	Can you recommend me good books to be better in my current role?	cybersecurity
1qmhqnx	First job in Cyber no experience how do I keep it/do well	cybersecurity
1qmhhwe	Implementing NCSC import patterns on a budget	cybersecurity
1qmgzko	Unpopular Opinion: Companies that offer "Swag Only" or "Hall of Fame" for critical vulnerabilities should be publicly shamed, not thanked.	cybersecurity
1qmgiw7	Cisco confirms active exploitation of new Zero-Day in HTTP web services (CVE-2026-20045)	cybersecurity
1qmgck5	List of security-focused GRC resources	cybersecurity
1qmg9l5	AI-Native Application Security Platform	cybersecurity
1qmfslt	Nike Probes Potential Breach After Threat From Hacking Group	cybersecurity
1qmfmxb	What made you work in the security field?	cybersecurity
1qmf3on	Machine Learning for Security Anomaly Detection – practical or just hype?	cybersecurity
1qmet0p	Exploiting the Feature Factory	cybersecurity
1qme03t	CTO at NCSC Summary: week ending January 25th	cybersecurity
1qmdq0x	What happens when AI isn’t just smart but has agency? From AI trojans to context poisoning and messaging-based remote access, the threat landscape shifts dramatically. Dive into the dangers of agentic AI..	cybersecurity
1qmafle	Switzerland Pentester	cybersecurity
1qm9vv7	Fellow malware reverse engineers - what got you into this job from an job seekers perspective?	cybersecurity
1qm5xib	GitHub - dereeqw/BlackBerryC2: Encrypted command‑and‑control (C2) research framework for cybersecurity education, red team labs, and secure client‑server communication experiments.	cybersecurity
1qm4ua4	ShinyHunters claims Okta customer breaches, leaks data	cybersecurity
1qm2qjm	CISA to cease participation at RSAC conference after Biden-era cyber leader (Easterly) named CEO	cybersecurity
1qm20p1	Consulting better or full time job?	cybersecurity
1qm1ov4	Question about Synthient Credential Stuffing Threat Data	cybersecurity
1qlzwaj	Is there a cert that teaches people how to assist a company to be SOC2 Type 1, 2, and ISO27001 compliant	cybersecurity
1qly9cy	Would this look bad to a recruiter?	cybersecurity
1qly3nd	Which cyberattack do you think changed the world the most?	cybersecurity
1qlwsen	Swipe, Plug-in, Pwned: Researchers Find New Ways to Hack Vehicles	cybersecurity
1qlwoqv	CISA confirms active exploitation of four enterprise software bugs	cybersecurity
1qlwnmj	DORA Foundation - trainings	cybersecurity
1qlucz4	RustyPP: A C++20 library and Clang tool to enforce Rust-like safety and mutability.	cybersecurity
1qltt0l	Improving WireGuard security with Quantum Key Distribution	cybersecurity
1qlrfav	GitHub - flatmarstheory/Wi-Fi-Intrusion-Detection-System: Raspberry Pi Pico W based Wi-Fi Intrusion Detection System (WIDS)	cybersecurity
1qlr2yp	Cyberattack Targeting Poland’s Energy Grid Used a Wiper	cybersecurity
1qlqkgm	How to stop bot abuse on a Bun Server (solo dev help)	cybersecurity
1qlp5it	What is the general consensus on Elastic?	cybersecurity
1qlod6v	Check Point`s Position in Cyber Market	cybersecurity
1qloc8m	Finally got an interview!! YES	cybersecurity
1qln391	Well regarded, Free, Australian recognised Certificates?	cybersecurity
1qllqm9	Remote Invite Scams are on the rise in America	cybersecurity
1qlldgv	Does Relevant Degree is Essential for Cyber/InfoSec Jobs?	cybersecurity
1qll9zk	Trying to create a owasp local chapter	cybersecurity
1qlk9y4	Framework & operating model	cybersecurity
1qlfzvn	As a business, should you delay patching windows?	cybersecurity
1qlfee2	149 Million Usernames and Passwords Exposed by Unsecured Database	cybersecurity
1qldxon	Discipline issue? Or not the right field?	cybersecurity
1qldka5	Need to know what my best option is. Is a career in cybersecurity imminently viable with what I have?	cybersecurity
1qlakta	Presenting the ADAPT framework: Investigation and Analysis without Paralysis	cybersecurity
1ql8r2v	Trojan Detection in COTS Hardware via Statistical Activation of Microarchitectural Events	cybersecurity
1ql8p2o	Winona County, Minnesota, investigates ransomware incident on network	cybersecurity
1ql6o17	How can I help out my friend studying Cyber Security?	cybersecurity
1ql5l1a	Sam Altman on Upcoming Cybersecurity Capabilities of AI	cybersecurity
1ql4vw3	If I disable Core Isolation and Memory Integrity, will Windows become vulnerable?	cybersecurity
1ql1nf1	Why are certifications so globally praised in cybersecurity but not in other development fields?	cybersecurity
1ql0t6a	pgEdge/pgedge-anonymizer: An anonymizer tool for replacing PII and similar data in PostgreSQL dev/test databases copied from production	cybersecurity
1ql0poh	Y2K38 isn't a future problem and can be exploited today.	cybersecurity
1ql0coe	UEBA Tool Recommendations?	cybersecurity
1qkzm04	Microsoft gave FBI a set of BitLocker encryption keys to unlock suspects' laptops: Reports	cybersecurity
1qkzejz	A solution for OSS vulnerability risks	cybersecurity
1qkyv4o	A Simple Shopify Open Redirect I Almost Ignored	cybersecurity
1qkxq5k	Under Armour says it's 'aware' of data breach claims after 72M customer records were posted online | TechCrunch	cybersecurity
1qkx0kd	Electronic Warfare in cybersecurity space	cybersecurity
1qkx0g0	Tenable Vulnerability Management Integration with Jira	cybersecurity
1qkvh3c	Spellcheck? More like Shell-Check: Malicious Python Spellchecker delivers RAT (Remote Access Trojan)	cybersecurity
1qkvgxa	Web developer from Brazil looking for purpose: is transitioning to cybersecurity/white hat a realistic path?	cybersecurity
1qkvfpd	Wiz - AI-Powered Pentest Assistant (Open Source)	cybersecurity
1qkv9dk	I built a "Forensic Economics" prototype in Colab that catches groomers/spies without reading their chats. Would your org actually let me run this?	cybersecurity
1qktx2l	Our Big 4 quality has dropped off a cliff. Is it even possible to get a technical expert from them anymore?	cybersecurity
1qktods	Thoughts on "impersonate user" feature that platforms implement for debug purposes?	cybersecurity
1qksg9d	Elastic SIEM and EDR	cybersecurity
1qkrv0y	Building Effective and Autonomous Wallboards	cybersecurity
1qkr5tf	The best advice for people who want to get into cyber that nobody wants to take	cybersecurity
1qkq9v2	performing a risk assessment for your organization	cybersecurity
1qkntnl	Is Robokiller (spam blocker) worth it?	cybersecurity
1qknfvu	Replacement for securityheaders.com API	cybersecurity
1qkn8rk	mTLS with hosting parties who won't accept private certificates for API requests	cybersecurity
1qkmbmp	Tired of copy-pasting IOCs during SOC shifts? I built a browser extension that helps	cybersecurity
1qkkz55	Local AI agent security lab for testing LLM vulnerabilities (open source)	cybersecurity
1qkkv5i	Career switch into Red Team Cybersecurity – TryHackMe vs Udemy?	cybersecurity
1qkkkin	The weekly Cyber Quiz is Back this week	cybersecurity
1qkk8yr	Attackers with decompilers strike again (SmarterTools SmarterMail WT-2026-0001 Auth Bypass)	cybersecurity
1qkk135	Should I move back to my previous Helpdesk role after struggling in a Tech Risk/Controls job?	cybersecurity
1qkjyy7	A practical comparison of free credential and breach monitoring services for companies. Covers breach awareness tools, infostealer-driven exposure detection, data resolution, latency, and operational tradeoffs, with a focus on what teams can realistically use at no cost.	cybersecurity
1qkjq0h	New Osiris Ransomware Strain Uses POORTRY Driver to Evade Detection	cybersecurity
1qkiqhv	Where do we draw the finish line?	cybersecurity
1qkif3r	I want to teach a class or two in cyber security. How hard is this?	cybersecurity
1qkglr0	I reverse-engineered HILO: Google Play & Apple App Store host $50M fraud despite 78 reports	cybersecurity
1qkf17j	Curl ending bug bounty program after flood of AI slop reports	cybersecurity
1qkeyd7	Prepping refurbished Windows 11 Pro PC for Cybersecurity training, OSINT, etc.	cybersecurity
1qkaeft	My first extension to assist SOC analysts, IR and threat hunters	cybersecurity
1qk9y5o	tired of getting rejections from internships	cybersecurity
1qk8f3g	Is anyone else having issues with Google’s VRP team?	cybersecurity
1qk7zwi	IT manager demanding access to our email inboxes before we leave	cybersecurity
1qk7m8g	SmarterMail auth bypass flaw now exploited to hijack admin accounts	cybersecurity
1qk77la	Wiz's Bug Bounty Masterclass	cybersecurity
1qk6nl6	Reverse engineering Lyft bikes for fun (and profit?)	cybersecurity
1qk65om	A Deep Dive into SIEM, SQL, and the NIST Incident Response Life Cycle	cybersecurity
1qk4yf4	Anyone else feel like they should understand what they’re seeing… but don’t?	cybersecurity
1qk4g9k	Malicious browser extension intel src	cybersecurity
1qk453f	Need help choosing (trend micro vs CrowdStrike Vs FieldEffect)	cybersecurity
1qk3xcq	ISO 27001 for SMB: Why blindly trusting GRC tool templates «almost» caused a non-conformity	cybersecurity
1qk3vax	Is there any privacy left?	cybersecurity
1qk20vl	Work life balance and stress for network engineering VS pen testing	cybersecurity
1qk1fm3	Employer will pay for certs -- what should I pursue?	cybersecurity
1qk1ek7	AI coding assistants are introducing security flaws, I built a free tool to catch them	cybersecurity
1qk19bb	Resources for Flutter Security&Pentesting ?	cybersecurity
1qk112t	What's your favorite cybersecurity maxim?	cybersecurity
1qjym3i	[Security] Supply Chain Vulnerability in claude-flow npm package - Remote AI Behavior Injection via IPFS	cybersecurity
1qjy7do	Critical Chainlit AI vulnerability lets attackers take over cloud environments	cybersecurity
1qjy10g	Looking for reviews of certain company	cybersecurity
1qjwoei	Impostor syndorme & requesting help with learning materials to make it go away	cybersecurity
1qjwen6	The thin line between saving a company and funding a crime	cybersecurity
1qjvq71	How are you hardening environments against remote control tool abuse (or perceived abuse)?	cybersecurity
1qjvitw	Integrating Qr codes in a document for integrity and authentication	cybersecurity
1qjvi3d	Fortigate TFTPD Flash Firmware	cybersecurity
1qjv8pl	questions for paths as a CS student	cybersecurity
1qjv4eh	Are we evaluating AI security tools in a way that actually reflects real-world attacks?	cybersecurity
1qjv1ar	IAM to OffSec Interview?	cybersecurity
1qjuzl1	High-Risk Authentication Bypass Flaw Found in Telnetd	cybersecurity
1qju1t6	Announcing wostr-terminal [a new real world map based OSINT lookup utility]	cybersecurity
1qjtwlh	Typical day as a malware analyst	cybersecurity
1qjtgwz	Merging overlapping port scan reports into a single attack surface view (open-source)	cybersecurity
1qjtebg	Advice: what should a CEO cover in his own blog post on the report based on his own company?	cybersecurity
1qjsyub	AI in security workflows. How are you using AI in security today?	cybersecurity
1qjs70x	Solo AppSec engineer - what does your actual Year 1 plan look like?	cybersecurity
1qjrxl4	European Space Agency's cybersecurity in freefall as yet another breach exposes spacecraft and mission data	cybersecurity
1qjrwb9	BlueNoroff APT: The Financial Cybercrime Arm of Lazarus	cybersecurity
1qjr69p	Newly launched game Arknights Endfield, players who used Paypal have had their wallets emptied, due to unknown exploit, currently under investigation.	cybersecurity
1qjqyg9	Why does the IT/cybersecurity world like IT certifications so much?	cybersecurity
1qjqpe3	Struggling With Active Directory – Need a Structured Learning Path	cybersecurity
1qjq6kg	Whats your take about the SBOM deadlines that are coming up?	cybersecurity
1qjpck3	Feedback Wanted: Schema-Aware MCP Fuzzer	cybersecurity
1qjon2p	This incident is a good reminder that abuse does not always come from exploiting code vulnerabilities	cybersecurity
1qjoler	Zero Day Initiative — Pwn2Own Automotive 2026 - Day One Results	cybersecurity
1qjogl0	Joint report outlines practical approach to prioritising post-quantum cryptography migration in financial services – Framework supports early action and long-term planning as quantum computing challenges existing encryption methods	cybersecurity
1r38ylq	Capture the Flag (CTF) AWS/SANS	netsec
1r35ydb	Critical RCE Vulnerability in Unstructured.io (CVE-2025–64712) - CVSS 9.8	netsec
1r2q683	YAML Merge Tags and More Parser Differentials	netsec
1r2puq1	TURN Security Threats: A Hacker's View	netsec
1r27okq	Securing Digital Assets in an Evolving Threat Landscape — analysis of DPRK/Lazarus operations, DaaS proliferation, and defense-in-depth architecture [PDF]	netsec
1r1bswg	I let Claude Code with 150+ offensive security MCP tools loose on my homelab	netsec
1r1b97g	Confused Deputy Problem – How to Hack Cloud Integrations	netsec
1r1b0v8	No Legs, No Problem: Dumping BGA MCP NAND Flash	netsec
1r17r76	LOTUSLITE: Targeted espionage leveraging geopolitical themes	netsec
1r14rlh	Adbleed: partially de-anonymizing VPN users with adblock filter lists	netsec
1r11yfo	We hid backdoors in binaries — Opus 4.6 found 49% of them	netsec
1r0xo54	Http11Probe - Probe for Http 1.1 compliance	netsec
1r0h42m	Augustus: Open Source LLM Prompt Injection Tool	netsec
1r05rb8	CVE-2026-2103 - Infor Syteline ERP - Keys Included: No Assembly Required	netsec
1r01the	On the risk of destructive bricking attacks against OT devices (part 1)	netsec
1qzzxv2	Open Security Architecture - 15 new security patterns with NIST 800-53 mappings (free, CC BY-SA 4.0)	netsec
1qzwqa7	klint - Linux Kernel Security Scanner	netsec
1qzku4d	Roundcube Webmail: SVG feImage bypasses image blocking to track email opens	netsec
1qza4lh	Defense Evasion: The Service Run Failed Successfully	netsec
1qymqx8	Cloud Deception Management Platform (Open-source Cloud Canaries)	netsec
1qyl3yf	New OSS secret scanner: Kingfisher (Rust) validates exposed creds + maps permissions	netsec
1qyfxlw	trappsec: open source framework for API deception	netsec
1qy0mjx	crypto-scanner: Open-source CLI tool to find quantum-vulnerable cryptography in your codebase	netsec
1qxm75b	Tool: AST-based security scanner for AI-generated code (MCP server)	netsec
1qxdzcu	The RCE that AMD won't fix!	netsec
1qxdxjy	Experiment demonstrates Al-generated identities bypassing KYC-based verification systems	netsec
1qxawcm	Hacking a cheap Wi-Fi toy drone	netsec
1qwtzyn	Django SQL Injection in RasterField lookup (CVE-2026-1207)	netsec
1qwl1uu	Yara-X + PacketSmith Detection Module	netsec
1qwgv4v	New CentOS UAF to LPE vulnerability	netsec
1qweadr	CVE-2025-11730: Remote Code Execution via DDNS configuration in ZYXEL ATP/USG Series (V5.41)	netsec
1qw4sfa	Recreating uncensored Epstein PDFs from raw encoded attachments... or trying to, anyway	netsec
1qw2mw8	2026: New N8N RCE Deep Dive into CVE-2026-25049	netsec
1qvvin8	Kernel-Level Stealthy Observation of TTY Streams	netsec
1qux2hg	Auditing Outline. Firsthand lessons from comparing manual testing and AI security platforms	netsec
1quws8d	Fighting AI anomaly false-positives with firejail and proxychains	netsec
1quu7dk	How LLMs Feed Your RE Habit: Following the Use-After-Free Trail in CLFS	netsec
1qumhwe	Exploiting CVE-2025-49825 (authentication bypass vulnerability in Teleport)	netsec
1qu3bgd	WhatsApp Encryption, a Lawsuit, and a Lot of Noise	netsec
1qtvonw	GatewayToHeaven: Finding a Cross-Tenant Vulnerability in Google Cloud's Apigee	netsec
1qttj14	AppLocker Rules Abuse	netsec
1qtq2mm	vr2jb: Pwning the PlayStation VR2 using Sony's hidden recovery mode	netsec
1qtnr2m	Your Phone Silently Sends GPS to Your Carrier via RRLP/LPP – Here's How the Control Plane Positioning Works	netsec
1qtif11	Notepad++ Hijacked by State-Sponsored Hackers	netsec
1qt5wms	1-Click RCE in OpenClaw/Moltbot/ClawdBot	netsec
1qt4yy1	Comparing different IP Geolocation Provider's Accuracy	netsec
1qszvjv	r/netsec monthly discussion & tool thread	netsec
1qr9war	Someone Knows Bash Far Too Well, And We Love It (Ivanti EPMM Pre-Auth RCEs CVE-2026-1281 & CVE-2026-1340) - watchTowr Labs	netsec
1qr7g3t	How We Exploited Qodo: From a PR Comment to RCE and an AWS Admin Key - Leaked Twice	netsec
1qqot81	Object-capability SQL sandboxing for LLM agents — $1K CTF bounty to break it	netsec
1qqj071	Tool release: CVE Alert – targeted CVE email alerts by vendor/product	netsec
1qq464p	Gakido - CRLF Injection	netsec
1qprn85	Tycoon 2FA phishing campaign abusing *.contractors domains for Gmail & Microsoft 365 credential harvesting	netsec
1qphmvg	Limits of static guarantees under adaptive adversaries (G-CTR experience)	netsec
1qpgpd4	CVE-2025-40551: SolarWinds WebHelpDesk RCE Deep-Dive and Indicators of Compromise	netsec
1qpfcpd	Fun RCE in Command & Conquer: Generals	netsec
1qp3rpz	[Research] Analysis of 74,636 AI Agent Interactions: 37.8% Contained Attack Attempts - New "Inter-Agent Attack" Category Emerges	netsec
1qp0n60	Corrupting the Hive Mind: Persistence Through Forgotten Windows Internals	netsec
1qoplqw	Safeguarding sources and sensitive information in the event of a raid	netsec
1qonkwp	OpenSSL January 2026 Security Update: CMS and PKCS#12 Buffer Overflows	netsec
1qns6o2	Kubernetes Remote Code Execution Via Nodes/Proxy GET Permission	netsec
1qnnddx	Bypassing Windows Administrator Protection	netsec
1qnh5qq	Blind Boolean-Based Prompt Injection	netsec
1qng5ag	After reporting vulnerabilities found in MDT, Microsoft chose to retire the service rather than fix the issues... Admins should follow the defensive recommendations to mitigate the issues if they choose to continue using the software or can’t migrate to a different solution.	netsec
1qncvtn	"Open sesame": Critical vulnerabilities in dormakaba physical access control system enable unlocking arbitrary doors	netsec
1qn22ig	/r/netsec's Q1 2026 Information Security Hiring Thread	netsec
1qmukkb	địt mẹ mày morphisec: When Malware Authors Taunt Security Researchers	netsec
1qmskbe	Certificate Transparency as Communication Channel	netsec
1qmo7qr	cvsweb.openbsd.org fights AI crawler bots by redirecting hotlinking requests to theannoyingsite.com (labelled "Malware" by eero), gets blacklisted by eero, too, for "Phishing & Deception"	netsec
1qm52ob	BREAKMEIFYOUCAN! - Exploiting Keyspace Reduction and Relay Attacks in 3DES and AES-protected NFC Technologies	netsec
1qkrmr6	Organized Traffer Gang on the Rise Targeting Web3 Employees and Crypto Holders	netsec
1qkra8i	Syd - Air-Gapped Red and blueteam	netsec
1qkpxp7	Arctic Wolf Observes Malicious Configuration Changes On Fortinet FortiGate Devices via SSO Accounts | Arctic Wolf	netsec
